AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,EXCESS_TEMPERATURE,DAILY_YIELD
30.2870728,49.8413636,0.557069383,19.5542908,1994.5
30.81104933,47.8363832,0.467986869,17.02533387,2155
31.30537507,49.18358353,0.514962587,17.87820846,2382.875
31.50729773,49.84449267,0.787866029,18.33719494,2614.571429
32.14768473,52.35325513,0.649247629,20.2055704,2860
32.3914204,50.63123993,0.761243312,18.23981953,3062
32.62279607,49.61076771,0.416035101,16.98797164,3223.25
32.49706447,47.01116133,0.489243946,14.51409686,3384.857143
32.5246214,46.66986293,0.574561224,14.14524153,3543
32.67847087,47.51688413,0.560985624,14.83841326,3726.875
33.7631854,49.80390433,0.735083463,16.04071893,3936.714286
34.13076993,55.030613,0.893661491,20.89984307,4191
34.08138427,54.51913673,0.466788824,20.43775246,4398.142857
33.69572221,47.61819464,0.542138496,13.92247243,4528.5
33.89057607,46.0290812,0.398888543,12.13850513,4697.714286
34.043744,44.28609193,0.447292149,10.24234793,4840.25
34.40285233,46.7442812,0.565196397,12.34142887,5016.142857
34.43094267,43.9206158,0.346230693,9.48967313,5137.75
34.38115033,43.33285333,0.35818237,8.951703,5275.285714
34.12625693,41.00743193,0.328896119,6.881175,5369.125
34.35660993,41.28059067,0.344954196,6.92398074,5477.714286
33.86159653,39.41907593,0.260346758,5.5574794,5571.75
33.44331357,36.82670364,0.166812741,3.38339007,5637.142857
33.30025473,35.8522074,0.173898637,2.55195267,5687.75
33.0321222,34.3384004,0.08716189,1.3062782,5719
32.31187113,31.54853933,0.038403034,-0.7633318,5739.75
31.13241364,30.225331,0.022544936,-0.90708264,5749.285714
29.24311093,28.6825074,0.009149945,-0.56060353,5753.142857
28.495518,27.28599227,0.001841025,-1.20952573,5754
27.8840638,25.96194653,0,-1.92211727,5754
27.4559754,25.38531307,0,-2.07066233,5754
27.0975484,25.2008464,0,-1.896702,5754
27.01870113,25.74526773,0.000125383,-1.2734334,5754
23.78723747,22.5114056,0.00010022,-1.27583187,5754
22.66317964,20.29072571,0,-2.37245393,5754
23.41209707,20.73659667,0,-2.6755004,5754
22.30098867,20.37541693,0,-1.92557174,5754
22.0374816,20.31280513,0,-1.72467647,5754
22.16851807,20.6512674,0,-1.51725067,5754
22.1193604,20.6320862,0,-1.4872742,5754
22.22125033,20.75869967,0,-1.46255066,5754
22.23682847,20.91441667,0,-1.3224118,5754
22.22185843,20.89570393,0,-1.3261545,5754
22.14931253,20.73218587,0,-1.41712666,5754
22.10471387,20.82985207,0,-1.2748618,5754
22.05707993,21.07227567,0,-0.98480426,5754
22.23601831,21.24131654,0,-0.99470177,5754
21.68216,20.072144,0,-1.610016,0
21.6884114,19.9192038,0,-1.7692076,0
21.51040853,19.59269193,0,-1.9177166,0
21.496287,19.6248698,0,-1.8714172,0
21.6459126,20.06520593,0,-1.58070667,0
21.6743142,20.11216013,0,-1.56215407,0
21.73142093,20.351884,0,-1.37953693,0
21.78016573,20.50589407,0,-1.27427166,0
21.85855536,20.81391043,0,-1.04464493,0
21.89991073,20.71264033,0,-1.1872704,0
21.92704853,20.72603773,0,-1.2010108,0
22.0286844,20.79640287,0,-1.23228153,0
21.93278,20.6822592,0,-1.2505208,0
21.86625167,20.47236933,0,-1.39388234,0
21.87658507,20.76019287,0,-1.1163922,0
21.95998927,20.5434348,0.000147169,-1.41655447,0
21.9232375,20.25681407,0.006205959,-1.66642343,0
21.8604004,20.4303872,0.023633737,-1.4300132,3.875
21.98583367,21.195638,0.049514968,-0.79019567,15.14285714
22.13967073,22.18941033,0.079269643,0.0497396,36.125
22.45271393,23.1112346,0.109037968,0.65852067,66.28571429
22.6524518,24.24170127,0.138115452,1.58924947,106.375
22.97513853,25.66848753,0.174117525,2.693349,157.4285714
23.38855407,27.93747607,0.243642806,4.548922,223.625
23.8905234,30.79129613,0.298052989,6.90077273,315.2857143
24.42785433,33.0092104,0.338650411,8.58135607,420
25.16689847,36.6061888,0.427548953,11.43929033,542.1428571
25.75717567,38.89201073,0.470081485,13.13483506,689.25
25.99942227,38.70590013,0.461185769,12.70647786,838.1428571
26.29700733,39.34378447,0.41958991,13.04677714,962
26.59366867,39.87995233,0.420493884,13.28628366,1099
27.03096947,41.82566533,0.540593679,14.79469586,1247.142857
27.61135453,46.07265193,0.491453022,18.4612974,1437.25
27.93121329,44.468571,0.469728831,16.53735771,1618.857143
28.2829874,48.962665,0.654436842,20.6796776,1826.125
28.78232633,50.154118,0.595521375,21.37179167,2066.285714
29.1554974,49.15606887,0.575263897,20.00057147,2264.5
29.3643758,48.12385467,0.542374875,18.75947887,2457.428571
29.6892496,46.51825533,0.493430553,16.82900573,2639
29.8473918,47.0438902,0.62278731,17.1964984,2832.142857
30.08986207,50.09181933,0.662004302,20.00195726,3048.5
30.37689871,48.67528186,0.540425129,18.29838315,3237.571429
30.8864686,50.44957047,0.76711941,19.56310187,3450.125
31.2210448,54.23274553,0.812240641,23.01170073,3711.857143
31.31397713,52.8518024,0.636164586,21.53782527,3956.625
31.66299653,52.0534832,0.733243599,20.39048667,4195
31.61725667,49.747872,0.583864739,18.13061533,4425.142857
31.3661072,47.2997298,0.502392484,15.9336226,4612.5
31.42362873,46.57489593,0.435684946,15.1512672,4787.285714
31.98976833,47.82889013,0.595977137,15.8391218,4947.5
32.24326421,48.35548621,0.534500986,16.112222,5136
32.3501976,46.20359727,0.514964407,13.85339967,5305.625
32.43687973,45.77020907,0.503626383,13.33332934,5473.857143
32.52414947,45.84053753,0.419735824,13.31638806,5629.125
32.3280254,43.17009267,0.349962358,10.84206727,5757.571429
32.10339147,39.81443887,0.261408532,7.7110474,5858.75
32.02910173,37.712012,0.227681253,5.68291027,5942.285714
31.9597596,36.30115747,0.191869824,4.34139787,6012.5
31.90710457,35.77269607,0.175596984,3.8655915,6075
31.88745533,34.78123607,0.150128168,2.89378074,6129.75
31.74708247,33.73915807,0.133743208,1.9920756,6179
31.54080187,32.7458964,0.109053603,1.20509453,6217
31.30016687,31.59976787,0.079587311,0.299601,6250.25
31.0485982,30.12416173,0.050450764,-0.92443647,6272.571429
30.31168413,28.36227433,0.026212863,-1.9494098,6285.5
29.54822573,26.94033807,0.008812281,-2.60788766,6291.428571
28.97306333,25.9079486,0.00035945,-3.06511473,6292
28.6859842,25.50321853,0,-3.18276567,6292
28.31019579,25.37907214,0,-2.93112365,6292
27.9578898,25.1996236,0,-2.7582662,6292
27.57085773,25.1651774,0,-2.40568033,6292
27.256431,24.9509702,0,-2.3054608,6292
26.9411986,24.4972452,0,-2.4439534,6292
26.70199373,24.07971407,0,-2.62227966,6292
26.483793,23.82730513,0,-2.65648787,6292
26.31202486,23.62220114,0,-2.68982372,6292
26.0082478,23.32152507,0,-2.68672273,6292
25.61655473,22.952588,0,-2.66396673,6292
25.28644193,22.64899693,0,-2.637445,6292
25.1239094,22.43270273,0,-2.69120667,6292
25.0534728,22.2860412,0,-2.7674316,6292
24.8400106,22.0829142,0,-2.7570964,6292
24.61206653,21.97715853,0,-2.634908,6292
24.49298086,22.05269729,0,-2.44028357,6292
24.46162507,22.18635247,0,-2.2752726,6292
24.39256807,22.2029236,0,-2.18964447,6292
24.3780212,22.11262207,0,-2.26539913,6292
24.2493468,21.81421107,0,-2.43513573,6292
24.17016593,21.63149,0,-2.53867593,0
24.01153147,21.6482788,0,-2.36325267,0
23.8949484,21.48822633,0,-2.40672207,0
23.936809,21.51564464,0,-2.42116436,0
23.87931507,21.53955707,0,-2.339758,0
23.75795087,21.39526567,0,-2.3626852,0
23.73213194,21.87146944,0,-1.8606625,0
23.72653607,21.64628907,0,-2.080247,0
23.5248778,21.33722527,0,-2.18765253,0
23.45815413,21.35768833,0,-2.1004658,0
23.3887412,21.38264987,0,-2.00609133,0
23.26528493,21.25517264,0,-2.01011229,0
23.3172954,21.50079127,0,-1.81650413,0
23.2138916,21.4639018,0,-1.7499898,0
22.9518738,20.87708947,0,-2.07478433,0
22.941931,20.8091066,0,-2.1328244,0
22.86391193,20.7552002,0,-2.10871173,0
22.82215787,20.88553047,0,-1.9366274,0
22.8671814,21.15483607,0,-1.71234533,0
22.74696047,21.0750916,0,-1.67186887,0
22.56799927,20.84764007,0,-1.7203592,0
22.57251407,20.91312521,0,-1.65938886,0
22.5491474,21.07022893,0,-1.47891847,0
22.5879394,21.22639153,0.000333455,-1.36154787,0
22.69311313,21.41633907,0.004784626,-1.27677406,0
22.79481627,21.68954673,0.012349708,-1.10526954,1.25
22.68567307,21.89033827,0.034180881,-0.7953348,7.142857143
22.94856573,22.59763193,0.067904608,-0.3509338,21.125
23.29249893,23.8324564,0.106996056,0.53995747,46.28571429
23.61099233,25.83404733,0.196433397,2.223055,90.25
23.90845814,27.4991695,0.221922492,3.59071136,148.7142857
24.33187667,30.97835493,0.322464755,6.64647826,234
25.0617614,34.63271467,0.378702412,9.57095327,349.4285714
25.64680373,37.81797673,0.383550269,12.171173,469.375
26.14622593,40.32618213,0.416975347,14.1799562,588.5714286
27.0309326,44.45619293,0.561811632,17.42526033,738.875
27.683191,48.176432,0.576084459,20.493241,919.1428571
27.98594029,45.11740971,0.441706429,17.13146942,1060.875
28.59910273,46.90497853,0.626964662,18.3058758,1252.714286
29.23562,49.9406148,0.772358071,20.7049948,1448.571429
30.09131267,52.08946933,0.753537445,21.99815666,1679.375
30.02618813,48.93250113,0.717545169,18.906313,1888.714286
30.15890107,50.7184002,0.685881602,20.55949913,2128.25
31.06742553,55.4462772,0.855109075,24.37885167,2397.714286
31.16485807,55.28936173,0.812389053,24.12450366,2663.5
31.53113,60.20856953,0.997903636,28.67743953,2945.142857
32.31780807,63.14558157,0.97745754,30.8277735,3217.5
32.5278644,61.8019916,0.869908956,29.2741272,3483
32.49596767,56.10107627,0.635450962,23.6051086,3653.375
32.98554907,55.0942282,0.783589389,22.10867913,3836.857143
33.10833713,56.4158632,0.669670513,23.30752607,4067
33.6491878,56.55667753,0.837124353,22.90748973,4279.142857
33.88692627,53.80755813,0.422498875,19.92063186,4515
33.05344033,43.3909484,0.451771234,10.33750807,4636.714286
33.727413,54.2896504,0.742889743,20.5622374,4895.375
34.05229864,52.02791714,0.625084994,17.9756185,5088.428571
34.48483913,55.32990507,0.697772575,20.84506594,5324.125
34.30416453,47.85390453,0.431178431,13.54974,5459.714286
34.02411533,44.90596927,0.315089903,10.88185394,5545.857143
34.14708273,47.63582767,0.659827118,13.48874494,5698.375
35.10977173,54.05481967,0.683636201,18.94504794,5937.285714
35.25248613,49.98867167,0.510241673,14.73618554,6119.125
34.98165257,49.41860521,0.590900486,14.43695264,6303
34.6127872,43.38971593,0.289312882,8.77692873,6429.75
34.737508,44.04532647,0.453365883,9.30781847,6562.428571
31.03193886,39.52693836,0.338433116,8.4949995,6669.857143
29.56562293,36.2766234,0.291312887,6.71100047,6764.142857
29.36376953,35.6045024,0.257869254,6.24073287,6857.75
28.75074867,32.94330453,0.14100155,4.19255586,6923.142857
28.2966472,30.6336732,0.117034171,2.337026,6965.25
27.60173907,29.47836743,0.094512842,1.87662836,7000.714286
26.7289,27.917517,0.061722936,1.188617,7026.75
26.35418707,26.4137554,0.023625548,0.05956833,7039
26.1361226,25.3737672,0.010367788,-0.7623554,7043.75
26.14108673,25.04768067,0.00083712,-1.09340606,7045
25.9966144,24.61709587,0,-1.37951853,7045
25.8602378,24.0412028,0,-1.819035,7045
25.98387433,24.02473347,0,-1.95914086,7045
25.90812167,24.07766727,0,-1.8304544,7045
25.81638657,24.16028707,0,-1.6560995,7045
25.67117727,24.32260127,0,-1.348576,7045
25.50143227,23.83279847,0,-1.6686338,7045
25.29024047,23.78933507,0,-1.5009054,7045
25.28608,24.1300782,0,-1.1560018,7045
25.3820984,24.566923,0,-0.8151754,7045
22.50401007,21.09329027,0,-1.4107198,7045
21.50778593,20.427958,0,-1.07982793,7045
21.29480636,20.37712093,0,-0.91768543,7045
21.23754673,20.449766,0,-0.78778073,7045
21.26081347,20.511558,0,-0.74925547,7045
21.314433,20.63365873,0,-0.68077427,7045
21.31589153,20.69088327,0,-0.62500826,7045
21.2205322,20.5905884,0,-0.6299438,7045
21.21657507,20.6353922,0,-0.58118287,7045
21.273112,20.63249327,0,-0.64061873,7045
21.20941829,20.56311471,0,-0.64630358,7045
21.1556906,20.59939973,0,-0.55629087,0
21.0414368,20.47596227,0,-0.56547453,0
21.14206753,20.531305,0,-0.61076253,0
21.13725773,20.53331707,0,-0.60394066,0
21.07079267,20.48064787,0,-0.5901448,0
20.98966467,20.38562407,0,-0.6040406,0
20.983842,20.376831,0,-0.607011,0
21.02700587,20.3931762,0,-0.63382967,0
20.96934314,20.333884,0,-0.63545914,0
21.00723073,20.224764,0,-0.78246673,0
21.13065793,20.224632,0,-0.90602593,0
21.2112,20.25803233,0,-0.95316767,0
21.25834353,20.34683027,0,-0.91151326,0
21.35109453,20.8456686,0,-0.50542593,0
21.37037567,21.00739133,0,-0.36298434,0
21.3891804,20.86159873,0,-0.52758167,0
21.4589906,20.88282673,0,-0.57616387,0
21.18773193,20.36523033,0,-0.8225016,0
21.03696543,19.75568707,0,-1.28127836,0
20.96152547,19.47753107,0,-1.4839944,0
21.00024833,19.77851767,0,-1.22173066,0
21.12766127,20.065865,0,-1.06179627,0
21.19439307,20.01042267,0,-1.1839704,0
21.26538713,19.97623313,0.000519966,-1.289154,0
21.30836173,20.28832387,0.008594149,-1.02003786,0.125
21.43149827,20.859558,0.028366829,-0.57194027,5
21.61032329,21.56044657,0.053956136,-0.04987672,17.75
21.6726298,22.11884373,0.080550228,0.44621393,40
21.8345074,23.14069627,0.117545573,1.30618887,71.75
22.19873053,25.31902047,0.187030046,3.12028994,121.7142857
22.69612427,28.3609558,0.244623029,5.66483153,194.75
23.10963947,29.0602518,0.119259876,5.95061233,253.4285714
23.23228947,26.9630168,0.082955804,3.73072733,284.1428571
23.33721907,26.20634773,0.089748178,2.86912866,313.5
23.50864867,26.8290996,0.118092295,3.32045093,351.2857143
23.5459355,27.599182,0.124644065,4.0532465,394.75
23.7412598,27.86075853,0.115434983,4.11949873,439.5714286
23.763322,27.50717767,0.110408298,3.74385567,479.375
23.76201373,27.19713127,0.09638069,3.43511754,517.7142857
23.76213573,26.63055,0.099295162,2.86841427,551.625
23.8746256,26.81340947,0.112813087,2.93878387,590.2857143
23.838385,27.24008373,0.142246735,3.40169873,635
24.00694767,28.83434853,0.20888875,4.82740086,695.4285714
24.32454136,32.96467593,0.374390925,8.64013457,795.25
24.86980793,37.5372804,0.434904685,12.66747247,936.1428571
25.1295838,39.55242313,0.484750587,14.42283933,1092.625
25.28966667,38.92812507,0.351465055,13.6384584,1232.428571
25.21516727,37.6112162,0.414883193,12.39604893,1359.125
25.70663053,41.3690166,0.562312991,15.66238607,1522.714286
26.31050207,46.14880593,0.603215169,19.83830386,1722.75
26.84059667,45.97044667,0.593243723,19.12985,1913.857143
26.93235467,44.0610454,0.551129845,17.12869073,2084.714286
27.01900433,45.00250027,0.567369825,17.98349594,2270.375
27.12312521,43.86432764,0.722826824,16.74120243,2450
27.371873,49.5876018,0.806846928,22.2157288,2709.125
27.86127913,52.84501127,0.97148052,24.98373214,2996
28.36710007,53.9367392,0.723553221,25.56963913,3275.25
27.71798707,42.51535053,0.344136892,14.79736346,3425.857143
27.39025473,39.45489507,0.453461884,12.06464034,3564.375
27.21775093,38.819875,0.438681375,11.60212407,3706.142857
27.2929586,41.94669767,0.547869178,14.65373907,3875.25
27.22515273,42.82454407,0.555787044,15.59939134,4047.571429
27.56823729,43.82351471,0.52508064,16.25527742,4229.75
27.81418253,43.05421947,0.496169466,15.24003694,4397.857143
27.82351667,40.7451396,0.412797453,12.92162293,4548
27.47942707,37.63392773,0.299364092,10.15450066,4665.285714
27.23083093,34.6317082,0.256806571,7.40087727,4753.25
27.04886893,32.78221633,0.197191599,5.7333474,4828.285714
26.624064,30.85439253,0.149280075,4.23032853,4882.428571
26.43403727,29.21453033,0.110969012,2.78049306,4927
26.11982736,27.81455536,0.077580451,1.694728,4959.285714
25.6725036,26.49233807,0.050966364,0.81983447,4980.625
25.25038867,25.3468934,0.030790156,0.09650473,4994.142857
24.9734254,24.41195067,0.013907364,-0.56147473,4998
24.74629313,23.71588747,0.0019181,-1.03040566,4998
24.62904473,23.3245056,0,-1.30453913,4998
24.54129027,23.18553867,0,-1.3557516,4998
24.49840287,23.09755253,0,-1.40085034,4998
24.46612553,23.02815967,0,-1.43796586,4998
24.412616,22.99632967,0,-1.41628633,4998
24.3377575,22.61223907,0,-1.72551843,4998
24.16977133,21.92688407,0,-2.24288726,4998
24.05134873,21.94336347,0,-2.10798526,4998
23.8982564,21.72869253,0,-2.16956387,4998
23.72655033,21.56317947,0,-2.16337086,4998
23.63282467,21.52640393,0,-2.10642074,4998
23.64455967,21.49699907,0,-2.1475606,4998
23.30395107,21.16139933,0,-2.14255174,4998
23.08884287,20.913444,0,-2.17539887,4998
22.91332114,20.75988114,0,-2.15344,4998
22.8502136,20.73205367,0,-2.11815993,4998
22.8157798,20.72792367,0,-2.08785613,4998
22.78746947,20.8693136,0,-1.91815587,4998
22.8566712,21.08595573,0,-1.77071547,4998
22.75057587,20.81638587,0,-1.93419,4998
22.62100427,20.6383708,0,-1.98263347,4998
22.6109822,20.60990593,0,-2.00107627,624.75
22.54899814,20.52987657,0,-2.01912157,0
22.55304973,20.4879678,0,-2.06508193,0
22.56621713,20.4848938,0,-2.08132333,0
22.6252198,20.58671073,0,-2.03850907,0
22.59546307,20.62707733,0,-1.96838574,0
22.5935506,20.69703187,0,-1.89651873,0
22.701711,20.7254476,0,-1.9762634,0
22.759263,20.750472,0,-2.008791,0
22.81407379,20.77135579,0,-2.042718,0
22.8776184,20.8114706,0,-2.0661478,0
22.93003147,20.8492228,0,-2.08080867,0
22.95343633,20.8419148,0,-2.11152153,0
23.00230913,20.79196993,0,-2.2103392,0
23.0468344,20.81230067,0,-2.23453373,0
23.070223,20.8081972,0,-2.2620258,0
23.08274327,20.7709128,0,-2.31183047,0
23.19221279,20.85324321,0,-2.33896958,0
23.21819867,20.8823874,0,-2.33581127,0
23.2693624,20.983366,0,-2.2859964,0
23.35167647,21.25187373,0,-2.09980274,0
23.34258833,21.2198508,0,-2.12273753,0
23.19291173,20.93427533,0,-2.2586364,0
23.14720047,21.20465293,0.000318318,-1.94254754,0
23.2813864,21.91976527,0.004313752,-1.36162113,0
23.34448021,22.34245743,0.009697122,-1.00202278,0.75
23.42726453,22.55323487,0.012650073,-0.87402966,4
23.5877664,22.9655782,0.046752242,-0.6221882,10.85714286
24.034554,24.97640393,0.172012464,0.94184993,48.125
24.50535293,27.03367107,0.187506619,2.52831814,108.7142857
24.80741787,29.58163647,0.18865498,4.7742186,166.5
25.04675513,31.10614627,0.235115639,6.05939114,226.2857143
25.17937227,30.78227753,0.131211553,5.60290526,286
25.18879693,30.10746564,0.194091544,4.91866871,328
25.61507167,33.97249173,0.2977888,8.35742006,415.125
25.79166053,34.81573467,0.273515047,9.02407414,503.5714286
26.1215332,36.85808507,0.386892012,10.73655187,615.125
26.49552187,39.63697713,0.424118103,13.14145526,742.8571429
27.32275993,45.7407144,0.646547489,18.41795447,918.5
27.51964327,46.13010867,0.526110615,18.6104654,1088
27.60525313,43.14886267,0.492165963,15.54360954,1219.625
27.712921,43.05118657,0.592493581,15.33826557,1364.142857
27.89099327,44.39553447,0.511036221,16.5045412,1543.5
27.81567373,43.8632324,0.601559176,16.04755867,1699.142857
28.1994974,48.01419867,0.813000858,19.81470127,1891.142857
28.47857053,47.685272,0.499473274,19.20670147,2118.5
28.08173375,40.72512413,0.283390025,12.64339038,2230.75
29.64466367,49.07784,0.73832813,19.43317633,3279
29.9514374,51.4083098,0.835832152,21.4568724,3455.5
30.1058454,51.84774173,0.701943301,21.74189633,3668.428571
29.9082072,49.460659,0.547354847,19.5524518,3891.875
29.60315553,44.5125144,0.530693649,14.90935887,4062.142857
29.98547573,48.13686327,0.721258494,18.15138754,4271.625
29.9116638,49.1889056,0.644802365,19.2772418,4488.428571
30.11147636,49.456279,0.682421116,19.34480264,4698.25
30.29932047,50.3594666,0.730578768,20.06014613,4926.857143
30.368632,50.099892,0.702796554,19.73126,5148.714286
30.22064013,46.65866707,0.527470392,16.43802694,5354.75
30.03545133,43.3170714,0.432471065,13.28162007,5508.571429
29.78514187,40.8995442,0.450067605,11.11440233,5639
29.76168613,40.82955953,0.379865905,11.0678734,5781.714286
29.7693278,40.70181653,0.461575615,10.93248873,5912.25
29.91129607,41.1940265,0.390415037,11.28273043,6051
29.6577312,39.18270073,0.328667841,9.52496953,6168
29.37371827,36.96112067,0.263936741,7.5874024,6264.857143
29.09653113,34.4538818,0.189260894,5.35735067,6339
28.59915553,31.82115473,0.127806749,3.2219992,6389.142857
28.11065073,29.98121347,0.08722808,1.87056274,6423.25
27.6489196,28.5470478,0.037750824,0.8981282,6444.714286
25.0463766,25.42619827,0.001575294,0.37982167,6449
23.2004924,22.07221267,0.000328634,-1.12827973,6449
22.54317143,20.73624307,0,-1.80692836,6449
22.47501213,20.73757527,1.60E-05,-1.73743686,6449
22.45028487,20.74547933,0,-1.70480554,6449
22.51024367,20.68572393,0,-1.82451974,6449
22.54768473,20.47412927,0,-2.07355546,6449
22.49002507,20.33348573,0,-2.15653934,6449
22.38878387,20.06214393,0,-2.32663994,6449
22.85917553,20.22864187,0,-2.63053366,6449
23.40488067,20.62076813,0,-2.78411254,6449
23.8672628,21.101176,0,-2.7660868,6449
24.02257421,21.44992936,0,-2.57264485,6449
24.0037862,21.4630168,0,-2.5407694,6449
23.94289547,21.38899133,0,-2.55390414,6449
23.8231872,21.24833567,0,-2.57485153,6449
23.6713298,21.18211053,0,-2.48921927,6449
23.7010498,21.558252,0,-2.1427978,6449
23.56072993,21.31796673,0,-2.2427632,6449
23.3931456,21.10627453,0,-2.28687107,6449
23.23081673,20.72144773,0,-2.509369,6449
22.91665021,20.36806814,0,-2.54858207,6449
22.7879172,20.3267742,0,-2.461143,6449
22.63849287,20.2964478,0,-2.34204507,6449
22.46528513,20.11112267,0,-2.35416246,806.125
22.2552064,20.1101744,0,-2.145032,0
22.21713867,20.21119187,0,-2.0059468,0
22.22257087,20.01264653,0,-2.20992434,0
22.19119053,20.03607173,0,-2.1551188,0
22.18174964,19.99805779,0,-2.18369185,0
22.11587533,19.7206116,0,-2.39526373,0
22.15591827,19.79517013,0,-2.36074814,0
22.17514033,19.72852167,0,-2.44661866,0
21.9675416,19.43995967,0,-2.52758193,0
21.9609742,19.38235853,0,-2.57861567,0
21.9418578,19.3043924,0,-2.6374654,0
21.921218,19.33031207,0,-2.59090593,0
22.00941686,19.45787921,0,-2.55153765,0
22.00979013,19.52385047,0,-2.48593966,0
22.108852,19.497703,0,-2.611149,0
22.13360207,19.5210266,0,-2.61257547,0
22.15695393,19.55076907,0,-2.60618486,0
22.11961067,19.46474613,0,-2.65486454,0
22.07885747,19.3471294,0,-2.73172807,0
21.985909,19.16896553,0,-2.81694347,0
22.0098816,19.14583533,0,-2.86404627,0
21.88361693,18.82454336,0,-3.05907357,0
21.50681967,18.49234007,1.47E-05,-3.0144796,0
21.3480144,18.81170033,0.009011726,-2.53631407,0.285714286
21.70994887,19.53730067,0.032105555,-2.1726482,6.5
21.99652107,20.09438087,0.051038103,-1.9021402,20
22.1559958,20.62310193,0.071391635,-1.53289387,38.875
22.4990804,21.7430604,0.132038856,-0.75602,68
22.93633213,23.89643347,0.198912893,0.96010134,116.75
23.43454843,26.33118107,0.264012418,2.89663264,185.5714286
23.92114047,28.7693056,0.325195026,4.84816513,269
24.47114867,31.939571,0.390584805,7.46842233,378
25.12465207,35.99217127,0.437920279,10.8675192,510
25.5624634,38.25235613,0.498367802,12.68989273,658
26.21255687,40.39654947,0.510469781,14.1839926,816.7142857
26.4731404,41.65764953,0.575073805,15.18450913,985.875
26.9201314,43.72293527,0.610246151,16.80280387,1176.714286
27.20111693,44.10720627,0.637412279,16.90608934,1370.625
27.84349714,46.54200971,0.700142781,18.69851257,1580
28.0775878,48.34034807,0.751681445,20.26276027,1809.375
28.2830628,49.19147753,0.809669579,20.90841473,2054
28.75250447,51.54958113,0.809150429,22.79707666,2310.75
28.98598433,51.4764992,0.81481982,22.49051487,2560.142857
29.31593827,52.12607433,0.848850921,22.81013606,2818.75
29.73526193,53.64847207,0.900069661,23.91321014,3088.428571
29.88298327,54.3455892,0.93859401,24.46260593,3349.428571
30.19451907,56.65431327,0.912929421,26.4597942,3639.25
30.52134807,56.80053313,0.966185457,26.27918506,3915.142857
30.92911621,58.69564164,0.975161304,27.76652543,4219.125
31.2991598,59.36714047,0.967890089,28.06798067,4515.285714
31.34249067,58.6883928,0.966922209,27.34590213,4805.25
31.39369707,56.83325393,0.89780282,25.43955686,5092.285714
31.52517982,56.27651418,0.902461681,24.75133436,5333.166667
29.3095095,31.839508,0.136164155,2.5299985,8180
28.99113573,31.0937296,0.111932491,2.10259387,8204.285714
28.52429807,29.6948792,0.060132061,1.17058113,8231
27.9674928,27.48501573,0.026352906,-0.48247707,8244.428571
27.51042893,25.83340653,0.004733932,-1.6770224,8248.714286
27.11209979,24.68879464,9.92E-05,-2.42330515,8249
26.715222,24.04706413,0,-2.66815787,8249
26.32090453,23.7664206,0,-2.55448393,8249
